Rank,Name,Platform,Platform2,Year,Year2,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
13353,Crusader: No Remorse,PS,PS,1996,1996,Adventure,Electronic Arts,0.03,0.02,0,0,0.05
13354,Black & Bruised,GC,GC,2003,2003,Fighting,Vivendi Games,0.04,0.01,0,0,0.05
13355,MiniCopter: Adventure Flight,Wii,Wii,2007,2007,Simulation,505 Games,0.04,0,0,0,0.05
13356,Shaun the Sheep,DS,DS,2008,2008,Adventure,D3Publisher,0.04,0,0,0,0.05
13357,Fast & Furious: Showdown,X360,X360,2013,2013,Action,Activision,0,0.04,0,0,0.05
13358,World Championship Poker: Featuring Howard Lederer - All In,X360,X360,2006,2006,Misc,Oxygen Interactive,0.04,0,0,0,0.05
13359,Test Drive: Ferrari Legends,X360,X360,2012,2012,Racing,Atari,0.04,0,0,0,0.05
13360,Tom Clancy's Rainbow Six: Lockdown,GC,GC,2005,2005,Shooter,Ubisoft,0.04,0.01,0,0,0.05
13361,FIFA Manager 12,PC,PC,2011,2011,Sports,Electronic Arts,0,0.03,0,0.01,0.05
13362,Full Spectrum Warrior: Ten Hammers,XB,XB,2006,2006,Strategy,THQ,0.03,0.01,0,0,0.05
13363,River City Soccer Hooligans,DS,DS,2010,2010,Sports,Arc System Works,0.04,0,0.01,0,0.05
13364,Shin Hayarigami,PSV,PSV,2014,2014,Adventure,Nippon Ichi Software,0,0,0.05,0,0.05
13365,TMNT,DS,DS,2007,2007,Action,Ubisoft,0.03,0.01,0,0,0.05
13366,Turok: Dinosaur Hunter,N64,N64,1997,1997,Shooter,Acclaim Entertainment,0,0,0.05,0,0.05
13367,Puyo Puyo Tetris,PSV,PSV,2014,2014,Puzzle,Sega,0,0,0.05,0,0.05
13368,Taiko no Tatsujin Portable 2,PSP,PSP,2006,2006,Misc,Namco Bandai Games,0,0,0.05,0,0.05
13369,Gitaroo Man,PS2,PS2,2001,2001,Misc,THQ,0.02,0.02,0,0.01,0.05
13370,Super Bubble Pop,GC,GC,2003,2003,Puzzle,Jaleco,0.04,0.01,0,0,0.05
13371,Mafia,PC,PC,2002,2002,Action,Take-Two Interactive,0,0.04,0,0.01,0.05
13372,Rapala Fishing Frenzy 2009,X360,X360,2008,2008,Sports,Activision,0.04,0,0,0,0.05
13373,Ride to Hell,PS3,PS3,2013,2013,Racing,Deep Silver,0.02,0.02,0,0.01,0.05
13374,Arctic Tale,Wii,Wii,2007,2007,Adventure,Zoo Digital Publishing,0.04,0,0,0,0.05
13375,Balloon Pop,Wii,Wii,2007,2007,Puzzle,505 Games,0.04,0,0,0,0.05
13376,XBLAZE Code: Embryo,PSV,PSV,2013,2013,Adventure,Arc System Works,0.03,0,0.01,0.01,0.05
13377,Black Mirror 2,PC,PC,2009,2009,Adventure,DTP Entertainment,0,0.04,0,0.01,0.05
13378,Time Travelers,PSV,PSV,2012,2012,Adventure,Level 5,0,0,0.05,0,0.05
13379,Amnesia Later,PSP,PSP,2012,2012,Misc,Idea Factory,0,0,0.05,0,0.05
13380,B-Boy,PSP,PSP,2006,2006,Misc,Sony Computer Entertainment,0.04,0,0,0,0.05
13381,Cocoto Kart Racer,DS,DS,2004,2004,Racing,Big Ben Interactive,0.04,0,0,0,0.05
13382,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PSV,PSV,2011,2011,Adventure,ChunSoft,0,0,0.05,0,0.05
13383,Intellivision Lives!,XB,XB,2004,2004,Misc,Crave Entertainment,0.03,0.01,0,0,0.05
13384,Crazy Chicken: Atlantis Quest,DS,DS,2007,2007,Platform,Phenomedia,0.04,0,0,0,0.05
13385,Test Drive Le Mans,PS,PS,1999,1999,Racing,Infogrames,0.03,0.02,0,0,0.05
13386,Counter Force,Wii,Wii,2007,2007,Shooter,505 Games,0.04,0,0,0,0.05
13387,Monster Jam: Maximum Destruction,GC,GC,2002,2002,Racing,Ubisoft,0.04,0.01,0,0,0.05
13388,Professor Heinz Wolff's Gravity,DS,DS,2008,2008,Puzzle,Deep Silver,0.04,0,0,0,0.05
13389,Fantastic Four: Rise of the Silver Surfer,Wii,Wii,2007,2007,Action,Take-Two Interactive,0.04,0.01,0,0,0.05
13390,Big Air Freestyle,GC,GC,2002,2002,Racing,Atari,0.04,0.01,0,0,0.05
13391,Rimo-Cocoron,PS2,PS2,2001,2001,Action,Sony Computer Entertainment,0,0,0.05,0,0.05
13392,Rugby World Cup 2015,X360,X360,2015,2015,Sports,Ubisoft,0,0.04,0,0,0.05
13393,Mike Tyson Heavyweight Boxing,XB,XB,2002,2002,Sports,Codemasters,0.03,0.01,0,0,0.05
13394,To Love-Ru Trouble Darkness: Battle Ecstasy,PSV,PSV,2014,2014,Action,FuRyu,0,0,0.05,0,0.05
13395,The Berenstain Bears and the Spooky Old Tree,GBA,GBA,2005,2005,Platform,Namco Bandai Games,0.03,0.01,0,0,0.05
13396,Lux-Pain,DS,DS,2008,2008,Adventure,Rising Star Games,0.04,0,0,0,0.05
13397,Ford Bold Moves Street Racing,PSP,PSP,2006,2006,Racing,Xplosiv,0.04,0,0,0,0.05
13398,Cabela's Trophy Bucks,X360,X360,2007,2007,Sports,Activision Value,0.04,0,0,0,0.05
13399,Hakuouki: Bakumatsu Musou Roku,PSP,PSP,2012,2012,Action,Idea Factory,0,0,0.05,0,0.05
13400,Mahjong 3D: Warriors of the Emperor,3DS,3DS,2011,2011,Misc,DTP Entertainment,0,0.04,0,0.01,0.05
13401,Hiiro no Kakera DS,DS,DS,2008,2008,Adventure,Idea Factory,0,0,0.05,0,0.05
13402,March of the Penguins,DS,DS,2006,2006,Adventure,Zoo Digital Publishing,0.04,0,0,0,0.05
13403,Rock of the Dead,X360,X360,2010,2010,Shooter,Conspiracy Entertainment,0.04,0,0,0,0.05
13404,Arcana Famiglia: La storia della Aracana Famiglia,PSP,PSP,2011,2011,Adventure,Comfort,0,0,0.05,0,0.05
13405,Tokyo Ghoul: Jail,PSV,PSV,2015,2015,Racing,Namco Bandai Games,0,0,0.05,0,0.05
13406,City Life: World Edition,PC,PC,2007,2007,Simulation,Monte Christo Multimedia,0,0.04,0,0.01,0.05
13407,The Misadventures of Tron Bonne,PS,PS,1999,1999,Adventure,Eidos Interactive,0.03,0.02,0,0,0.05
13408,Centipede: Infestation,3DS,3DS,2011,2011,Shooter,Atari,0.04,0,0,0,0.05
13409,Wolfenstein,PC,PC,2009,2009,Shooter,Activision,0.01,0.03,0,0.01,0.05
13410,Hero Bank 2,3DS,3DS,2014,2014,Role-Playing,Sega,0,0,0.05,0,0.05
13411,Atelier Ayesha: The Alchemist of Dusk,PSV,PSV,2014,2014,Role-Playing,Tecmo Koei,0,0,0.05,0,0.05
13412,Brave Story: New Traveller (jp sales),PSP,PSP,2006,2006,Role-Playing,Sony Computer Entertainment,0,0,0.05,0,0.05
13413,Black Jack vs. Matsudajun,PS,PS,2000,2000,Misc,Pony Canyon,0.03,0.02,0,0,0.05
13414,Arslan: The Warriors of Legend,PS3,PS3,2015,2015,Action,Tecmo Koei,0,0,0.05,0,0.05
13415,SpongeBob SquarePants: Plankton's Robotic Revenge,X360,X360,2013,2013,Shooter,Activision,0.04,0,0,0,0.05
13416,Wrath Unleashed,XB,XB,2004,2004,Strategy,LucasArts,0.03,0.01,0,0,0.05
13417,Yoru no Nai Kuni,PS3,PS3,2015,2015,Role-Playing,Tecmo Koei,0,0,0.05,0,0.05
13418,Garou Densetsu 3: Road to the Final Victory,SAT,SAT,1996,1996,Fighting,SNK,0,0,0.05,0,0.05
13419,Bleach: Soul Carnival,PSP,PSP,2008,2008,Fighting,Sony Computer Entertainment,0,0,0.05,0,0.05
13420,Double Dragon Advance,GBA,GBA,2003,2003,Action,Atlus,0.03,0.01,0,0,0.05
13421,Sesame Street: Elmo's A-to-Zoo Adventure,PC,PC,2010,2010,Misc,Warner Bros. Interactive Entertainment,0.04,0,0,0,0.05
13422,Family Fortunes,DS,DS,2009,2009,Misc,Mindscape,0,0.04,0,0,0.05
13423,The Bible Game,XB,XB,2005,2005,Misc,Crave Entertainment,0.03,0.01,0,0,0.05
13424,Inspector Gadget: Gadget's Crazy Maze,PS,PS,2001,2001,Puzzle,Ubisoft,0.03,0.02,0,0,0.05
13425,World Fantasista,PS2,PS2,2002,2002,Sports,SquareSoft,0,0,0.05,0,0.05
13426,Yager,XB,XB,2003,2003,Shooter,THQ,0.03,0.01,0,0,0.05
13427,Fantastic Four: Rise of the Silver Surfer,DS,DS,2007,2007,Action,Take-Two Interactive,0.04,0,0,0,0.05
13428,Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,DS,DS,2006,2006,Misc,Nintendo,0,0,0.05,0,0.05
13429,Toukiden Kiwami,PSP,PSP,2014,2014,Action,Tecmo Koei,0,0,0.05,0,0.05
13430,Grey's Anatomy: The Video Game,DS,DS,2009,2009,Adventure,Ubisoft,0.03,0.01,0,0,0.05
13431,Tropico 3,PC,PC,2009,2009,Strategy,Kalypso Media,0,0.04,0,0.01,0.05
13432,Looney Tunes: Cartoon Conductor,DS,DS,2008,2008,Misc,Eidos Interactive,0.04,0,0,0,0.05
13433,Avatar: The Game,PC,PC,2009,2009,Action,Ubisoft,0,0.04,0,0.01,0.05
13434,Futurama,XB,XB,2003,2003,Platform,SCi,0.03,0.01,0,0,0.05
13435,Pool Hall Pro,Wii,Wii,2009,2009,Sports,Playlogic Game Factory,0.04,0,0,0,0.05
13436,Nazo Waku Yakata: Oto no Ma ni Ma ni,3DS,3DS,2011,2011,Misc,Capcom,0,0,0.05,0,0.05
13437,Choro Q 64 2: Hacha Mecha Grand Prix Race,N64,N64,1999,1999,Racing,Takara,0,0,0.05,0,0.05
13438,Mighty No. 9,PS4,PS4,2016,2016,Platform,Deep Silver,0.04,0,0,0.01,0.05
13439,Plants vs. Zombies: Garden Warfare 2,PC,PC,2016,2016,Shooter,Electronic Arts,0,0.04,0,0,0.05
13440,Ape Escape,PS3,PS3,2010,2010,Platform,Sony Computer Entertainment,0,0.03,0,0.01,0.05
13441,Activision Anthology,GBA,GBA,2003,2003,Misc,Activision,0.03,0.01,0,0,0.05
13442,Gray Matter,X360,X360,2011,2011,Adventure,DTP Entertainment,0,0.04,0,0.01,0.05
13443,Thrillville: Off the Rails,DS,DS,2007,2007,Strategy,LucasArts,0.03,0.01,0,0,0.05
13444,LEGO Friends,3DS,3DS,2013,2013,Action,Warner Bros. Interactive Entertainment,0,0.04,0,0,0.05
13445,Secret Files: Tunguska,PC,PC,2006,2006,Adventure,DreamCatcher Interactive,0,0.04,0,0.01,0.05
13446,Wayne Gretzky's 3D Hockey '98,PS,PS,1997,1997,Sports,GT Interactive,0.03,0.02,0,0,0.05
13447,Nanda's Island,DS,DS,2009,2009,Puzzle,Phenomedia,0.04,0,0,0,0.05
13448,Hakuouki SSL: Sweet School Life,PSV,PSV,2014,2014,Adventure,Idea Factory,0,0,0.05,0,0.05
13449,Trigger Man,XB,XB,2004,2004,Shooter,Crave Entertainment,0.03,0.01,0,0,0.05
13450,Kimi ni Todoke: Tsutaeru Kimochi,DS,DS,2011,2011,Adventure,Banpresto,0,0,0.05,0,0.05
13451,Nora to Koku no Koubou: Kiri no Mori no Majo,DS,DS,2011,2011,Role-Playing,Atlus,0,0,0.05,0,0.05
13452,Bad Boys: Miami Takedown,GC,GC,2004,2004,Shooter,Empire Interactive,0.03,0.01,0,0,0.05
13453,SpongeBob SquarePants: Plankton's Robotic Revenge,WiiU,WiiU,2013,2013,Shooter,Activision,0,0.04,0,0,0.05
13454,Short Track Racing: Trading Paint,PS2,PS2,2009,2009,Racing,THQ,0.02,0.02,0,0.01,0.05
13455,Game no Kanzume Vol 1,SCD,OTRA,1994,1994,Misc,Sega,0,0,0.04,0,0.05
13456,Rat Attack!,PS,PS,1999,1999,Puzzle,Mindscape,0.03,0.02,0,0,0.04
13457,Jewel Master: Cradle Of Rome 2,PC,PC,2011,2011,Puzzle,Rising Star Games,0,0.04,0,0.01,0.04
13458,National Geographic Panda (US sales),DS,DS,2008,2008,Simulation,Ubisoft,0.04,0,0,0,0.04
13459,Sushi Go-Round,DS,DS,2010,2010,Simulation,Asylum Entertainment,0.04,0,0,0,0.04
13460,Danny Phantom: Urban Jungle,DS,DS,2006,2006,Action,THQ,0.04,0,0,0,0.04
13461,Sotsugyou II: Neo Generation,PS,PS,1995,1995,Simulation,Riverhillsoft,0,0,0.04,0,0.04
13462,Summon Night Craft Sword Monogatari: Hajimari no Ishi,GBA,GBA,2005,2005,Role-Playing,Banpresto,0,0,0.04,0,0.04
13463,The King of Fighters 2002: Unlimited Match,PS2,PS2,2009,2009,Fighting,SNK Playmore,0,0,0.04,0,0.04
13464,Art of Fighting Anthology,PS2,PS2,2006,2006,Fighting,Crave Entertainment,0.02,0.02,0,0.01,0.04
13465,Rapala Trophies,PSP,PSP,2006,2006,Sports,Activision,0.04,0,0,0,0.04
13466,Phoenix Wright: Revived Turnabout,DS,DS,2008,2008,Misc,Capcom,0,0,0.04,0,0.04
13467,Mana Khemia: Alchemists of Al-Revis (JP sales),PS2,PS2,2007,2007,Role-Playing,Nippon Ichi Software,0,0,0.04,0,0.04
13468,Runaway: A Twist of Fate,PC,PC,2009,2009,Adventure,Focus Home Interactive,0,0.04,0,0.01,0.04
13469,Cheer We Go!,DS,DS,2010,2010,Misc,Natsume,0.04,0,0,0,0.04
13470,The Tale of Despereaux,Wii,Wii,2008,2008,Platform,Brash Entertainment,0.04,0,0,0,0.04
13471,The Hustle: Detroit Streets,PS2,PS2,2006,2006,Sports,Activision,0.02,0.02,0,0.01,0.04
13472,Virtua Fighter CG Portrait Series Vol.6: Lau Chan,SAT,SAT,1995,1995,Misc,Sega,0,0,0.04,0,0.04
13473,Tomoyo After: It's a Wonderful Life CS Edition,PSP,PSP,2009,2009,Adventure,Prototype,0,0,0.04,0,0.04
13474,Guilty Gear XX Accent Core,PS2,PS2,2007,2007,Fighting,Unknown,0,0,0.04,0,0.04
13475,Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,DS,DS,2005,2005,Misc,Success,0,0,0.04,0,0.04
13476,Atelier Escha & Logy: Alchemists of the Dusk Sky,PSV,PSV,2015,2015,Role-Playing,Tecmo Koei,0,0,0.04,0,0.04
13477,Millipede / Super Breakout / Lunar Lander,GBA,GBA,2005,2005,Misc,Zoo Digital Publishing,0.03,0.01,0,0,0.04
13478,World Trigger: Borderless Mission,PSV,PSV,2015,2015,Action,Namco Bandai Games,0,0,0.04,0,0.04
13479,Disney's Donald Duck: Goin' Quackers,GC,GC,2002,2002,Platform,Ubisoft,0.03,0.01,0,0,0.04
13480,RollerCoaster Tycoon,PC,PC,N/A,1992,Strategy,Microprose,0.02,0.02,0,0.01,0.04
13481,Assault Rigs,PS,PS,1996,1996,Action,Electronic Arts Victor,0.02,0.02,0,0,0.04
13482,Backyard Baseball '09,Wii,Wii,2008,2008,Sports,Atari,0.04,0,0,0,0.04
13483,World Championship Spelling,DS,DS,2010,2010,Misc,505 Games,0.04,0,0,0,0.04
13484,Yes! PreCure 5,DS,DS,2007,2007,Action,Namco Bandai Games,0,0,0.04,0,0.04
13485,Bionicle Heroes,Wii,Wii,2007,2007,Shooter,Eidos Interactive,0.04,0,0,0,0.04
13486,Tom Clancy's HAWX,PC,PC,2009,2009,Action,Ubisoft,0,0.03,0,0.01,0.04
13487,Exist Archive: The Other Side of the Sky,PSV,PSV,2015,2015,Role-Playing,Aksys Games,0,0,0.04,0,0.04
13488,Honda ATV Fever,Wii,Wii,2010,2010,Racing,Storm City Games,0.04,0,0,0,0.04
13489,Operation Flashpoint: Elite,XB,XB,2005,2005,Shooter,Codemasters,0.03,0.01,0,0,0.04
13490,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS4,PS4,2016,2016,Misc,Tecmo Koei,0,0,0.04,0,0.04
13491,"Roswell Conspiracies: Aliens, Myths & Legends",PS,PS,2001,2001,Action,Red Storm Entertainment,0.02,0.02,0,0,0.04
13492,Front Mission,DS,DS,2007,2007,Strategy,Square Enix,0.01,0,0.03,0,0.04
13493,Dead Island Definitive Collection,XOne,XOne,2016,2016,Action,Deep Silver,0.02,0.02,0,0,0.04
13494,Sekai no Gohan Shaberu! DS Oryouri Navi,DS,DS,2008,2008,Misc,Nintendo,0,0,0.04,0,0.04
13495,Rugby Challenge 3,PS3,PS3,2016,2016,Sports,Alternative Software,0,0.04,0,0.01,0.04
13496,Boktai 2: Solar Boy Django,GBA,GBA,2004,2004,Role-Playing,Konami Digital Entertainment,0.03,0.01,0,0,0.04
13497,Praetorians,PC,PC,2003,2003,Strategy,Eidos Interactive,0,0.04,0,0,0.04
13498,Candace Kane's Candy Factory,DS,DS,2008,2008,Action,Destineer,0.04,0,0,0,0.04
13499,Nobunaga's Ambition (3DS),3DS,3DS,2013,2013,Simulation,Tecmo Koei,0,0,0.04,0,0.04
13500,Angelique Duet,PS,PS,1998,1998,Strategy,Tecmo Koei,0,0,0.04,0,0.04
13501,Shin Fortune Quest: Sokutaku no Kishi,PS,PS,1996,1996,Misc,Media Works,0,0,0.04,0,0.04
13502,Resident Evil 6,PC,PC,2012,2012,Shooter,Capcom,0,0.04,0,0.01,0.04
13503,Crushed Baseball,GBA,GBA,2004,2004,Sports,Summitsoft,0.03,0.01,0,0,0.04
13504,Dark Arena,GBA,GBA,2002,2002,Shooter,THQ,0.03,0.01,0,0,0.04
13505,Just Sing! Vol. 2,DS,DS,2011,2011,Misc,PQube,0,0.04,0,0.01,0.04
13506,Heatseeker,PSP,PSP,2007,2007,Action,Codemasters,0.04,0,0,0,0.04
13507,IL-2 Sturmovik: 1946,PC,PC,2006,2006,Simulation,Ubisoft,0,0.04,0,0.01,0.04
13508,Jerry Rice and Nitus' Dog Football,Wii,Wii,2011,2011,Sports,Tommo,0.04,0,0,0,0.04
13509,TOCA Race Driver 2,XB,XB,2004,2004,Racing,Codemasters,0.03,0.01,0,0,0.04
13510,I.Q. Remix+: Intelligent Qube,PS2,PS2,2000,2000,Puzzle,Sony Computer Entertainment,0,0,0.04,0,0.04
13511,Sébastien Loeb Rally Evo,PS4,PS4,2016,2016,Racing,Milestone S.r.l,0,0.04,0,0.01,0.04
13512,Growlanser,PSP,PSP,2009,2009,Role-Playing,Atlus,0,0,0.04,0,0.04
13513,Trollz: Hair Affair!,GBA,GBA,2005,2005,Misc,Ubisoft,0.03,0.01,0,0,0.04
13514,Daito Giken Koushiki Pachi-Slot Simulator: Shake II,PS2,PS2,2007,2007,Misc,Paon,0,0,0.04,0,0.04
13515,Grand Slam,PS,PS,1997,1997,Misc,Virgin Interactive,0.02,0.02,0,0,0.04
13516,Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,DS,DS,2009,2009,Action,Namco Bandai Games,0,0,0.04,0,0.04
13517,The King of Fighters 2000,PS2,PS2,2002,2002,Fighting,Playmore,0,0,0.04,0,0.04
13518,Coraline,DS,DS,2009,2009,Action,D3Publisher,0.04,0,0,0,0.04
13519,FIFA Street 2,DS,DS,2006,2006,Sports,Electronic Arts,0.04,0,0,0,0.04
13520,M&M's Beach Party,Wii,Wii,2009,2009,Misc,Zoo Digital Publishing,0.04,0,0,0,0.04
13521,Dead Head Fred,PSP,PSP,2007,2007,Action,D3Publisher,0.04,0,0,0,0.04
13522,D.C.F.S.: Da Capo Four Seasons,PS2,PS2,2005,2005,Adventure,Kadokawa Shoten,0,0,0.04,0,0.04
13523,Hyperdimension Neptunia mk2,PSV,PSV,2014,2014,Action,Compile Heart,0,0,0.04,0,0.04
13524,Disney's Meet the Robinsons,GC,GC,2007,2007,Action,Disney Interactive Studios,0.03,0.01,0,0,0.04
13525,Hanayori Danshi: Koi Seyo Onago,DS,DS,2008,2008,Adventure,Konami Digital Entertainment,0,0,0.04,0,0.04
13526,Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Wii,Wii,2009,2009,Misc,Nintendo,0,0,0.04,0,0.04
13527,Puyo Puyo Tetris,PS3,PS3,2014,2014,Puzzle,Sega,0,0,0.04,0,0.04
13528,Sonic the Hedgehog 2 (8-bit),GG,OTRA,1992,1993,Platform,Sega,0,0,0.04,0,0.04
13529,FlatOut 2,XB,XB,2006,2006,Racing,Empire Interactive,0.03,0.01,0,0,0.04
13530,Rogue Trooper,PS2,PS2,2006,2006,Shooter,Eidos Interactive,0.02,0.02,0,0.01,0.04
13531,Spy Fiction,PS2,PS2,2003,2003,Action,Sega,0.02,0.02,0,0.01,0.04
13532,R.B.I. Baseball 2016,XOne,XOne,2016,2016,Sports,MLB.com,0.04,0,0,0,0.04
13533,Justice League: Chronicles,GBA,GBA,2003,2003,Platform,Midway Games,0.03,0.01,0,0,0.04
13534,Resident Evil Director's Cut,PS3,PS3,2006,2006,Action,Capcom,0,0,0.04,0,0.04
13535,Doko Demo Issho: Let's Gakkou!,PSP,PSP,2006,2006,Misc,Sony Computer Entertainment,0,0,0.04,0,0.04
13536,Monster Trux Arenas: Special Edition,Wii,Wii,2007,2007,Racing,Popcorn Arcade,0.04,0,0,0,0.04
13537,Conflict: Desert Storm II - Back to Bagdhad,GC,GC,2004,2004,Shooter,SCi,0.03,0.01,0,0,0.04
13538,Top Gun,DS,DS,2006,2006,Simulation,505 Games,0.04,0,0,0,0.04
13539,Gem Smashers,3DS,3DS,2011,2011,Platform,Crave Entertainment,0.04,0,0,0,0.04
13540,Split/Second,PC,PC,2010,2010,Racing,Disney Interactive Studios,0,0.04,0,0.01,0.04
13541,B's-LOG Party♪,PSP,PSP,2010,2010,Adventure,Idea Factory,0,0,0.04,0,0.04
13542,King Arthur,GC,GC,2004,2004,Action,Konami Digital Entertainment,0.03,0.01,0,0,0.04
13543,Chicken Shoot,GBA,GBA,2005,2005,Action,Zoo Digital Publishing,0.03,0.01,0,0,0.04
13544,Dai Senryaku VII: Modern Military Tactics,XB,XB,2003,2003,Strategy,Kool Kizz,0.03,0.01,0,0,0.04
13545,Gormiti: The Lords of Nature!,Wii,Wii,2010,2010,Adventure,Konami Digital Entertainment,0.04,0,0,0,0.04
13546,White Album 2: Shiawase no Mukougawa,PS3,PS3,2012,2012,Adventure,Aqua Plus,0,0,0.04,0,0.04
13547,Painkiller: Hell & Damnation,PS3,PS3,2013,2013,Shooter,Nordic Games,0.02,0.02,0,0.01,0.04
13548,Go Go Ackman 3,SNES,SNES,1995,1995,Platform,Banpresto,0,0,0.04,0,0.04
13549,WSC Real 11: World Snooker Championship,X360,X360,2011,2011,Sports,Koch Media,0,0.04,0,0.01,0.04
13550,Advance Guardian Heroes,GBA,GBA,2004,2004,Role-Playing,Ubisoft,0.03,0.01,0,0,0.04
13551,Casual Mania!,DS,DS,2010,2010,Puzzle,Foreign Media Games,0.04,0,0,0,0.04
13552,Castle of Shikigami III,Wii,Wii,2007,2007,Shooter,PQube,0.04,0,0,0,0.04
13553,Star X,GBA,GBA,2002,2002,Shooter,BAM! Entertainment,0.03,0.01,0,0,0.04
13554,Jewel Quest 5: The Sleepless Star,PC,PC,2011,2011,Action,Astragon,0.01,0.02,0,0.01,0.04
13555,Get Up and Dance,PS3,PS3,2011,2011,Misc,O-Games,0.03,0.01,0,0,0.04
13556,The King of Fighters Kyo,PS,PS,1998,1998,Fighting,SNK Playmore,0,0,0.04,0,0.04
13557,Yowamushi Pedal,3DS,3DS,2015,2015,Action,Namco Bandai Games,0,0,0.04,0,0.04
13558,WarTech: Senko no Ronde,X360,X360,2006,2006,Fighting,Ubisoft,0.04,0,0,0,0.04
13559,Record of Agarest War: Marriage,PSP,PSP,2012,2012,Role-Playing,Compile Heart,0,0,0.04,0,0.04
13560,San-X Land: Theme Park de Asobou!,DS,DS,2006,2006,Action,MTO,0,0,0.04,0,0.04
13561,Corpse Party: Book of Shadows,PSP,PSP,2011,2011,Adventure,5pb,0,0,0.04,0,0.04
13562,428: Fuusa Sareta Shibuya de,PSP,PSP,2009,2009,Adventure,Spike,0,0,0.04,0,0.04
13563,Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,PS2,PS2,2006,2006,Adventure,Konami Digital Entertainment,0,0,0.04,0,0.04
13564,Starry ? Sky: After Spring,PSP,PSP,2009,2009,Misc,Aqua Plus,0,0,0.04,0,0.04
13565,Life is Strange,PC,PC,2016,2016,Adventure,Square Enix,0.01,0.03,0,0,0.04
13566,Need for Speed: ProStreet,PC,PC,2007,2007,Racing,Electronic Arts,0,0.04,0,0.01,0.04
13567,Naruto Shippuden: Dairansen! Kage Bunshin Emaki,DS,DS,2008,2008,Action,Takara Tomy,0,0,0.04,0,0.04
13568,Mechanic Escape,PS3,PS3,2012,2012,Platform,D3Publisher,0,0,0.04,0,0.04
13569,Pro Evolution Soccer 2016,PC,PC,2015,2015,Sports,Konami Digital Entertainment,0,0.04,0,0,0.04
13570,Twilight Syndrome: Kinjiratera Toshi Densetsu,DS,DS,2008,2008,Adventure,Spike,0,0,0.04,0,0.04
13571,True Love Story 3,PS2,PS2,2001,2001,Simulation,Enterbrain,0,0,0.04,0,0.04
13572,Little Battlers eXperience W,PSV,PSV,2012,2012,Role-Playing,Level 5,0,0,0.04,0,0.04
13573,The Smurfs,PS,PS,1998,1998,Action,Infogrames,0.02,0.02,0,0,0.04
13574,Strike Force Bowling,XB,XB,2004,2004,Sports,Crave Entertainment,0.03,0.01,0,0,0.04
13575,Chessmaster,GBA,GBA,2002,2002,Misc,Ubisoft,0.03,0.01,0,0,0.04
13576,Blood Will Tell: Tezuka Osamu's Dororo,PS2,PS2,2004,2004,Adventure,Sega,0.02,0.02,0,0.01,0.04
13577,The Kore Gang,Wii,Wii,2010,2010,Platform,Flashpoint Games,0.04,0,0,0,0.04
13578,Red Ninja: End of Honor,PS2,PS2,2005,2005,Action,Vivendi Games,0.02,0.02,0,0.01,0.04
13579,Kanuchi: Shiroki Tsubasa no Shou,PS2,PS2,2008,2008,Adventure,Idea Factory,0,0,0.04,0,0.04
13580,Summer Athletics 2009,X360,X360,2009,2009,Sports,49Games,0,0.04,0,0,0.04
13581,SX Superstar,XB,XB,2003,2003,Racing,Acclaim Entertainment,0.03,0.01,0,0,0.04
13582,Katekyoo Hitman Reborn! Battle Arena,PSP,PSP,2008,2008,Fighting,Marvelous Interactive,0,0,0.04,0,0.04
13583,Saint Seiya: The Hades,PS2,PS2,2006,2006,Fighting,Namco Bandai Games,0,0,0.04,0,0.04
13584,Saki Portable,PSP,PSP,2010,2010,Adventure,Alchemist,0,0,0.04,0,0.04
13585,Riding Stables: The Whitakers present Milton and Friends,3DS,3DS,2011,2011,Sports,DTP Entertainment,0,0.04,0,0,0.04
13586,Naruto Shippuuden: Shinobi Retsuden III,DS,DS,2009,2009,Action,Takara Tomy,0,0,0.04,0,0.04
13587,Metal Gear Solid: Digital Graphic Novel,PSP,PSP,2006,2006,Misc,Konami Digital Entertainment,0.02,0,0.02,0,0.04
13588,Max & the Magic Marker,Wii,Wii,2011,2011,Platform,Unknown,0,0.04,0,0,0.04
13589,Outlaw Tennis,XB,XB,2005,2005,Sports,Global Star,0.03,0.01,0,0,0.04
13590,Free Running,Wii,Wii,2009,2009,Sports,Reef Entertainment,0.02,0.02,0,0,0.04
13591,Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,PS3,PS3,2013,2013,Simulation,Namco Bandai Games,0,0,0.04,0,0.04
13592,Barnyard,Wii,Wii,2006,2006,Action,THQ,0.04,0,0,0,0.04
13593,SPRay,Wii,Wii,2008,2008,Action,Tecmo Koei,0.04,0,0,0,0.04
13594,No Rules: Get Phat,GBA,GBA,2001,2001,Action,TDK Mediactive,0.03,0.01,0,0,0.04
13595,Battle Rage,Wii,Wii,2008,2008,Shooter,Popcorn Arcade,0.04,0,0,0,0.04
