,index,Rank,Name,Platform,Platform2,Year,Year2,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Genero,Plataforma
15929,15929,15935.0,Hummer Badlands,XB,XB,2006.0,2006,Racing,Global Star,0.01,0.0,0.0,0.0,0.02,7,18
15930,15930,15936.0,I Doll U,PSV,PSV,2015.0,2015,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,3,12
15931,15931,15937.0,Enkaku Sousa: Sana e no 23 Hiai,PSP,PSP,2009.0,2009,Adventure,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02,3,11
15932,15932,15938.0,Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,DS,DS,2008.0,2008,Action,Takara Tomy,0.0,0.0,0.02,0.0,0.02,2,2
15933,15933,15939.0,Pippa Funnell 2: Farm Adventures,DS,DS,2007.0,2007,Simulation,Ubisoft,0.0,0.01,0.0,0.0,0.02,9,2
15934,15934,15940.0,Iron Soldier 3,PS,PS,1999.0,1999,Simulation,Telegames,0.01,0.01,0.0,0.0,0.02,9,7
15935,15935,15941.0,Oyaku de Asoberu DS Ehon: Ukkari Penelope,DS,DS,2008.0,2008,Simulation,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,9,2
15936,15936,15942.0,Space Invaders Revolution,DS,DS,2005.0,2005,Shooter,Rising Star Games,0.01,0.0,0.0,0.0,0.02,8,2
15937,15937,15943.0,Barbie and Her Sisters Puppy Rescue,PS3,PS3,2015.0,2015,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.02,2,9
15938,15938,15944.0,Worms: WMD,PS4,PS4,2016.0,2016,Action,Sold Out,0.01,0.01,0.0,0.0,0.02,2,10
15939,15939,15945.0,Myst,PSP,PSP,2006.0,2006,Adventure,Midway Games,0.0,0.01,0.0,0.0,0.02,3,11
15940,15940,15946.0,UNO 52,DS,DS,2006.0,2006,Misc,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.02,4,2
15941,15941,15947.0,Tiger & Bunny: Hero's Day,PSP,PSP,2013.0,2013,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,2,11
15942,15942,15948.0,Storm Lover 2nd V,PSV,PSV,2016.0,2016,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,3,12
15943,15943,15949.0,Grisaia no Meikyuu: Le Labyrinthe de la Grisaia,PSV,PSV,2014.0,2014,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,3,12
15944,15944,15950.0,Touhou Genso Rondo: Bullet Ballet,PS4,PS4,2016.0,2016,Shooter,Nippon Ichi Software,0.01,0.0,0.0,0.0,0.02,8,10
15945,15945,15951.0,Accel World: Kasoku no Chouten,PS3,PS3,2013.0,2013,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,3,9
15946,15946,15952.0,Poupee Girl DS,DS,DS,2009.0,2009,Misc,Alvion,0.0,0.0,0.02,0.0,0.02,4,2
15947,15947,15953.0,Pachinko Kaou: Misora Hibari,PS2,PS2,2007.0,2007,Misc,Hackberry,0.0,0.0,0.02,0.0,0.02,4,8
15948,15948,15954.0,Just Cause,PS2,PS2,2006.0,2006,Action,Eidos Interactive,0.01,0.01,0.0,0.0,0.02,2,8
15949,15949,15955.0,Choro Q,PS2,PS2,2003.0,2003,Racing,Zoo Digital Publishing,0.01,0.01,0.0,0.0,0.02,7,8
15950,15950,15956.0,Narcissus: Moshimo Ashita ga Runara,PSP,PSP,2010.0,2010,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,3,11
15951,15951,15957.0,Girl Friend Beta: Kimi to Sugosu Natsuyasumi,PSV,PSV,2015.0,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,2,12
15952,15952,15958.0,IHRA Drag Racing: Sportsman Edition,XB,XB,2006.0,2006,Racing,Bethesda Softworks,0.01,0.0,0.0,0.0,0.02,7,18
15953,15953,15959.0,"Sharin no Kuni, Himawari no Shoujo",X360,X360,2010.0,2010,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,3,17
15954,15954,15960.0,Guild Wars: Factions,PC,PC,2006.0,2006,Role-Playing,NCSoft,0.0,0.01,0.0,0.0,0.02,11,6
15955,15955,15961.0,Simple DS Series Vol. 42: The Haioku Byoutou,DS,DS,2008.0,2008,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,3,2
15956,15956,15962.0,Drone Tactics,DS,DS,2007.0,2007,Strategy,Success,0.01,0.0,0.0,0.0,0.02,10,2
15957,15957,15963.0,Technic Beat,PS2,PS2,2002.0,2002,Misc,Arika,0.01,0.01,0.0,0.0,0.02,4,8
15958,15958,15964.0,So-Ra-No-Wo-To: Otome no Gojuusou,PSP,PSP,2010.0,2010,Adventure,Compile Heart,0.0,0.0,0.02,0.0,0.02,3,11
15959,15959,15965.0,Farming Simulator 2014,PSV,PSV,2014.0,2014,Simulation,Focus Home Interactive,0.01,0.0,0.0,0.0,0.02,9,12
15960,15960,15966.0,Imperium Romanum,PC,PC,2008.0,2008,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02,10,6
15961,15961,15967.0,Ship Simulator 2008,PC,PC,2007.0,2007,Simulation,Lighthouse Interactive,0.0,0.01,0.0,0.0,0.02,9,6
15962,15962,15968.0,Curse of the Amsterdam Diamond,DS,DS,2012.0,2012,Puzzle,Easy Interactive,0.0,0.01,0.0,0.0,0.02,6,2
15963,15963,15969.0,Sengoku,PC,PC,2011.0,2011,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0,0.02,10,6
15964,15964,15970.0,Yume Neko DS,DS,DS,2008.0,2008,Simulation,Sega,0.0,0.0,0.02,0.0,0.02,9,2
15965,15965,15971.0,Dream C Club,PS3,PS3,2012.0,2012,Simulation,D3Publisher,0.0,0.0,0.02,0.0,0.02,9,9
15966,15966,15972.0,IGT Slots: Lucky Larry's Lobstermania,PC,PC,2011.0,2011,Simulation,Masque Publishing,0.01,0.0,0.0,0.0,0.02,9,6
15967,15967,15973.0,Sid Meier's Civilization Revolution 2+,PSV,PSV,2015.0,2015,Strategy,Take-Two Interactive,0.0,0.0,0.02,0.0,0.02,10,12
15968,15968,15974.0,SBK Superbike World Championship,PS2,PS2,2008.0,2008,Racing,Black Bean Games,0.01,0.01,0.0,0.0,0.02,7,8
15969,15969,15975.0,Memories Off 6: Next Relation,PS2,PS2,2009.0,2009,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,3,8
15970,15970,15976.0,Scared Rider Xechs,PS2,PS2,2010.0,2010,Adventure,RED Entertainment,0.0,0.0,0.02,0.0,0.02,3,8
15971,15971,15977.0,Vitamin X: Detective B6,PSP,PSP,2012.0,2012,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,3,11
15972,15972,15978.0,Misshitsu no Sacrifice,PSP,PSP,2010.0,2010,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,3,11
15973,15973,15979.0,You Don't Know Jack,PC,PC,1995.0,1995,Misc,Vivendi Games,0.01,0.0,0.0,0.0,0.02,4,6
15974,15974,15980.0,Ouran Koukou Host Bu,PS2,PS2,2007.0,2007,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,3,8
15975,15975,15981.0,Lotus Challenge,GC,GC,2004.0,2004,Racing,Ignition Entertainment,0.01,0.0,0.0,0.0,0.02,7,4
15976,15976,15982.0,Meiji Toukyou Renka: Twilight Kiss,PSP,PSP,2015.0,2015,Action,Broccoli,0.0,0.0,0.02,0.0,0.02,2,11
15977,15977,15983.0,Xblaze: Lost Memories,PS3,PS3,2015.0,2015,Adventure,Arc System Works,0.01,0.0,0.0,0.0,0.02,3,9
15978,15978,15984.0,Turok,PC,PC,2008.0,2008,Action,Touchstone,0.0,0.01,0.0,0.0,0.01,2,6
15979,15979,15985.0,Coven and Labyrinth of Refrain,PSV,PSV,2016.0,2016,Action,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01,2,12
15980,15980,15986.0,Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,3DS,3DS,2016.0,2016,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,2,1
15981,15981,15987.0,Dragon Zakura DS,DS,DS,2007.0,2007,Misc,Electronic Arts,0.0,0.0,0.01,0.0,0.01,4,2
15982,15982,15988.0,Chameleon: To Dye For!,DS,DS,2006.0,2006,Puzzle,505 Games,0.01,0.0,0.0,0.0,0.01,6,2
15983,15983,15989.0,Hotel Giant DS,DS,DS,2008.0,2008,Simulation,Nobilis,0.0,0.01,0.0,0.0,0.01,9,2
15984,15984,15990.0,Sora no Otoshimono: DokiDoki Summer Vacation,PSP,PSP,2010.0,2010,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01,3,11
15985,15985,15991.0,Blackthorne,GBA,GBA,2003.0,2003,Action,Activision,0.01,0.0,0.0,0.0,0.01,2,3
15986,15986,15992.0,Don Bradman Cricket 14,X360,X360,2014.0,2014,Sports,Tru Blu Entertainment,0.0,0.01,0.0,0.0,0.01,0,17
15987,15987,15993.0,DokuSui: DokiDoki Suikoden,PSP,PSP,2011.0,2011,Role-Playing,Irem Software Engineering,0.0,0.0,0.01,0.0,0.01,11,11
15988,15988,15994.0,Shinseiki Evangelion: Battle Orchestra Portable,PSP,PSP,2009.0,2009,Fighting,Broccoli,0.0,0.0,0.01,0.0,0.01,5,11
15989,15989,15995.0,Donkey Kong Jungle Beat,Wii,Wii,2008.0,2008,Platform,Nintendo,0.0,0.01,0.0,0.0,0.01,1,15
15990,15990,15996.0,Bomberman (jp sales),PSP,PSP,2006.0,2006,Puzzle,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01,6,11
15991,15991,15997.0,Blazblue: Continuum Shift Extend,PSP,PSP,2012.0,2012,Fighting,Arc System Works,0.0,0.0,0.01,0.0,0.01,5,11
15992,15992,15998.0,S.Y.K: Shinsetsu Saiyuuki,PS2,PS2,2009.0,2009,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,3,8
15993,15993,15999.0,Football Manager Live,PC,PC,2009.0,2009,Sports,Sega,0.0,0.01,0.0,0.0,0.01,0,6
15994,15994,16000.0,Captain Morgane and the Golden Turtle,Wii,Wii,2012.0,2012,Adventure,Reef Entertainment,0.0,0.01,0.0,0.0,0.01,3,15
15995,15995,16001.0,Black Cat,PS2,PS2,2006.0,2006,Action,Capcom,0.0,0.0,0.01,0.0,0.01,2,8
15996,15996,16002.0,One Piece: Daikaizoku Coliseum,3DS,3DS,2016.0,2016,Fighting,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,5,1
15997,15997,16003.0,Mortal Kombat,PC,PC,1994.0,1994,Fighting,Acclaim Entertainment,0.01,0.0,0.0,0.0,0.01,5,6
15998,15998,16004.0,Smart Kid's Mega Game Mix,DS,DS,2009.0,2009,Misc,UFO Interactive,0.01,0.0,0.0,0.0,0.01,4,2
15999,15999,16005.0,Diary Girl,DS,DS,2008.0,2008,Misc,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01,4,2
16000,16000,16006.0,Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi,DS,DS,2011.0,2011,Role-Playing,Unknown,0.0,0.0,0.01,0.0,0.01,11,2
16001,16001,16007.0,Serious Sam II,PC,PC,2005.0,2005,Shooter,Take-Two Interactive,0.0,0.01,0.0,0.0,0.01,8,6
16002,16002,16008.0,Wand of Fortune: Mirai e no Prologue Portable,PSP,PSP,2010.0,2010,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,3,11
16003,16003,16009.0,Sengoku Hime: Senran ni Mau Otometachi,PSP,PSP,2009.0,2009,Adventure,Yeti,0.0,0.0,0.01,0.0,0.01,3,11
16004,16004,16010.0,Secret Game Portable,PSP,PSP,2010.0,2010,Adventure,Yeti,0.0,0.0,0.01,0.0,0.01,3,11
16005,16005,16011.0,Demon Gaze 2,PSV,PSV,2014.0,2014,Role-Playing,Experience Inc.,0.0,0.0,0.01,0.0,0.01,11,12
16006,16006,16012.0,Neverwinter Nights 2: Mask of the Betrayer,PC,PC,2007.0,2007,Role-Playing,Atari,0.0,0.01,0.0,0.0,0.01,11,6
16007,16007,16013.0,Kimi no Yuusha,DS,DS,2008.0,2008,Role-Playing,SNK Playmore,0.0,0.0,0.01,0.0,0.01,11,2
16008,16008,16014.0,Call of Juarez,PC,PC,2006.0,2006,Shooter,Ubisoft,0.0,0.01,0.0,0.0,0.01,8,6
16009,16009,16015.0,Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),X360,X360,2006.0,2006,Shooter,Ubisoft,0.0,0.0,0.01,0.0,0.01,8,17
16010,16010,16016.0,UEFA Champions League 2006-2007,PSP,PSP,2007.0,2007,Sports,Electronic Arts,0.01,0.0,0.0,0.0,0.01,0,11
16011,16011,16017.0,Codename: Panzers Phase Two,PC,PC,2005.0,2005,Strategy,CDV Software Entertainment,0.0,0.01,0.0,0.0,0.01,10,6
16012,16012,16018.0,Nobunaga no Yabou Online: Houou no Shou,PS3,PS3,2012.0,2012,Strategy,Ackkstudios,0.0,0.0,0.01,0.0,0.01,10,9
16013,16013,16019.0,Rise of Flight: Iron Cross Edition,PC,PC,2010.0,2010,Simulation,Aerosoft,0.01,0.0,0.0,0.0,0.01,9,6
16014,16014,16020.0,Cosmetic Paradise: Make no Kiseki,DS,DS,2008.0,2008,Misc,Global A Entertainment,0.0,0.0,0.01,0.0,0.01,4,2
16015,16015,16021.0,Unreal Tournament 2003,PC,PC,2002.0,2002,Shooter,Atari,0.0,0.01,0.0,0.0,0.01,8,6
16016,16016,16022.0,Nobunaga no Yabou DS,DS,DS,2006.0,2006,Strategy,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,10,2
16017,16017,16023.0,God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,PS4,PS4,2016.0,2016,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,2,10
16018,16018,16024.0,Uppers,PSV,PSV,2016.0,2016,Action,Marvelous Entertainment,0.0,0.0,0.01,0.0,0.01,2,12
16019,16019,16025.0,Wand of Fortune Portable,PSP,PSP,2010.0,2010,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,3,11
16020,16020,16026.0,Wiffle Ball Advance,DS,DS,2007.0,2007,Sports,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01,0,2
16021,16021,16027.0,Rengoku II: The Stairway to H.E.A.V.E.N. (jp sales),PSP,PSP,2006.0,2006,Action,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01,2,11
16022,16022,16028.0,Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS,DS,DS,2007.0,2007,Misc,D3Publisher,0.0,0.0,0.01,0.0,0.01,4,2
16023,16023,16029.0,The Last Remnant,PC,PC,2009.0,2009,Role-Playing,Square Enix,0.0,0.01,0.0,0.0,0.01,11,6
16024,16024,16030.0,Ten Pin Alley 2,GBA,GBA,2004.0,2004,Sports,XS Games,0.01,0.0,0.0,0.0,0.01,0,3
16025,16025,16031.0,Himawari: Pebble in the Sky Portable,PSP,PSP,2010.0,2010,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01,3,11
16026,16026,16032.0,Wand of Fortune R,PSV,PSV,2016.0,2016,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,3,12
16027,16027,16033.0,Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,PS2,PS2,2008.0,2008,Adventure,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01,3,8
16028,16028,16034.0,My Little Baby,DS,DS,2008.0,2008,Simulation,CDV Software Entertainment,0.0,0.01,0.0,0.0,0.01,9,2
16029,16029,16035.0,Kono Aozora ni Yakusoku o: Tenohira no Rakuen,PSP,PSP,2009.0,2009,Adventure,TGL,0.0,0.0,0.01,0.0,0.01,3,11
16030,16030,16036.0,Shinobi Koutsutsu,PSP,PSP,2014.0,2014,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,3,11
16031,16031,16037.0,NiGHTS into dreams...,PS2,PS2,2008.0,2008,Platform,Sega,0.0,0.0,0.01,0.0,0.01,1,8
16032,16032,16038.0,WinBack 2: Project Poseidon,PS2,PS2,2006.0,2006,Shooter,Tecmo Koei,0.01,0.01,0.0,0.0,0.01,8,8
16033,16033,16039.0,Kaitou Rousseau,DS,DS,2006.0,2006,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,2,2
16034,16034,16040.0,Utawarerumono: Futari no Hakuoro,PS3,PS3,2016.0,2016,Misc,Aqua Plus,0.0,0.0,0.01,0.0,0.01,4,9
16035,16035,16041.0,WRC 5: FIA World Rally Championship,XOne,XOne,2015.0,2015,Sports,Bigben Interactive,0.0,0.01,0.0,0.0,0.01,0,19
16036,16036,16042.0,Totally Spies! Totally Party,PS2,PS2,2008.0,2008,Misc,Ubisoft,0.01,0.01,0.0,0.0,0.01,4,8
16037,16037,16043.0,GunParade Orchestra: Ao no Shou,PS2,PS2,2006.0,2006,Adventure,Sony Computer Entertainment,0.0,0.0,0.01,0.0,0.01,3,8
16038,16038,16044.0,Impossible Creatures,PC,PC,2002.0,2002,Strategy,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.01,10,6
16039,16039,16045.0,Puyo Pop Fever,GC,GC,2004.0,2004,Puzzle,Sega,0.01,0.0,0.0,0.0,0.01,6,4
16040,16040,16046.0,Wizardry XTH: Unlimited Students,PS2,PS2,2006.0,2006,Role-Playing,Michaelsoft,0.0,0.0,0.01,0.0,0.01,11,8
16041,16041,16047.0,Raven's Cry,PS4,PS4,2015.0,2015,Role-Playing,TopWare Interactive,0.0,0.01,0.0,0.0,0.01,11,10
16042,16042,16048.0,Instant Brain,X360,X360,2011.0,2011,Adventure,Cave,0.0,0.0,0.01,0.0,0.01,3,17
16043,16043,16049.0,Guitar Hero III: Legends of Rock,PC,PC,2007.0,2007,Misc,Aspyr,0.01,0.0,0.0,0.0,0.01,4,6
16044,16044,16050.0,Blitzkrieg 2 Anthology,PC,PC,2008.0,2008,Strategy,Ascaron Entertainment GmbH,0.0,0.01,0.0,0.0,0.01,10,6
16045,16045,16051.0,Rayman Raving Rabbids,PC,PC,2006.0,2006,Misc,Ubisoft,0.0,0.01,0.0,0.0,0.01,4,6
16046,16046,16052.0,God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,PS4,PS4,2016.0,2016,Misc,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,4,10
16047,16047,16053.0,Abunai: Koi no Sousa Shitsu,PSP,PSP,2012.0,2012,Action,Quinrose,0.0,0.0,0.01,0.0,0.01,2,11
16048,16048,16054.0,Coronation Street: The Mystery of the Missing Hotpot Recipe,PC,PC,2011.0,2011,Adventure,Avanquest,0.0,0.01,0.0,0.0,0.01,3,6
16049,16049,16055.0,Battle Worlds: Kronos,PC,PC,2016.0,2016,Strategy,Nordic Games,0.0,0.01,0.0,0.0,0.01,10,6
16050,16050,16056.0,SoulLink Extension,PS2,PS2,2006.0,2006,Adventure,Interchannel,0.0,0.0,0.01,0.0,0.01,3,8
16051,16051,16057.0,Banjo-Kazooie,X360,X360,2008.0,2008,Platform,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.01,1,17
16052,16052,16058.0,Samurai Shodown Anthology (JP sales),PS2,PS2,2008.0,2008,Fighting,Ignition Entertainment,0.0,0.0,0.01,0.0,0.01,5,8
16053,16053,16059.0,Winning Post 7 Maximum 2008,PS2,PS2,2008.0,2008,Sports,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,0,8
16054,16054,16060.0,Sangoku Koi Senki: Otome no Heihou!,PS2,PS2,2011.0,2011,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01,3,8
16055,16055,16061.0,PDC World Championship Darts 2008,PSP,PSP,,1992,Sports,Oxygen Interactive,0.01,0.0,0.0,0.0,0.01,0,11
16056,16056,16062.0,WRC: FIA World Rally Championship,PC,PC,,1992,Racing,Black Bean Games,0.0,0.01,0.0,0.0,0.01,7,6
16057,16057,16063.0,Alfa Romeo Racing Italiano,PS2,PS2,2005.0,2005,Racing,Black Bean Games,0.01,0.01,0.0,0.0,0.01,7,8
16058,16058,16064.0,"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)",PS2,PS2,2002.0,2002,Misc,Media Entertainment,0.0,0.0,0.01,0.0,0.01,4,8
16059,16059,16065.0,Digger Simulator,PC,PC,2011.0,2011,Simulation,Excalibur Publishing,0.0,0.01,0.0,0.0,0.01,9,6
16060,16060,16066.0,Turbo: Super Stunt Squad,X360,X360,2013.0,2013,Sports,D3Publisher,0.0,0.01,0.0,0.0,0.01,0,17
16061,16061,16067.0,Super Robot Taisen XO,X360,X360,2006.0,2006,Strategy,Banpresto,0.0,0.0,0.01,0.0,0.01,10,17
16062,16062,16068.0,Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,3DS,3DS,2015.0,2015,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,2,1
16063,16063,16069.0,Aquaman: Battle for Atlantis,XB,XB,,1992,Action,Unknown,0.01,0.0,0.0,0.0,0.01,2,18
16064,16064,16070.0,Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,PS2,PS2,2010.0,2010,Misc,Hackberry,0.0,0.0,0.01,0.0,0.01,4,8
16065,16065,16071.0,IL-2 Sturmovik,PC,PC,2001.0,2001,Simulation,Blue Byte,0.0,0.01,0.0,0.0,0.01,9,6
16066,16066,16072.0,Mortal Kombat: Tournament Edition,GBA,GBA,2003.0,2003,Fighting,Midway Games,0.01,0.0,0.0,0.0,0.01,5,3
16067,16067,16073.0,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,XB,XB,2005.0,2005,Adventure,Activision,0.01,0.0,0.0,0.0,0.01,3,18
16068,16068,16074.0,East India Company,PC,PC,2009.0,2009,Strategy,Paradox Interactive,0.01,0.0,0.0,0.0,0.01,10,6
16069,16069,16075.0,World Poker Tour,GBA,GBA,2005.0,2005,Misc,Take-Two Interactive,0.01,0.0,0.0,0.0,0.01,4,3
16070,16070,16076.0,Sousaku Alice to Oujisama!,3DS,3DS,2015.0,2015,Simulation,Happinet,0.0,0.0,0.01,0.0,0.01,9,1
16071,16071,16077.0,Empire Deluxe,PC,PC,1992.0,1993,Strategy,New World Computing,0.01,0.0,0.0,0.0,0.01,10,6
16072,16072,16078.0,Umihara Kawase Jun: Second Edition Kanzenban,DS,DS,2009.0,2009,Puzzle,Genterprise,0.0,0.0,0.01,0.0,0.01,6,2
16073,16073,16079.0,Infinite Stratos 2: Love and Purge,PSV,PSV,2015.0,2015,Action,5pb,0.0,0.0,0.01,0.0,0.01,2,12
16074,16074,16080.0,Fab 5 Soccer,DS,DS,2008.0,2008,Sports,Destineer,0.01,0.0,0.0,0.0,0.01,0,2
16075,16075,16081.0,Destiny Links,DS,DS,2009.0,2009,Role-Playing,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,11,2
16076,16076,16082.0,Best Of Tests,DS,DS,2008.0,2008,Puzzle,Conspiracy Entertainment,0.01,0.0,0.0,0.0,0.01,6,2
16077,16077,16083.0,Egg Mania: Eggstreme Madness,XB,XB,2002.0,2002,Puzzle,Kemco,0.01,0.0,0.0,0.0,0.01,6,18
16078,16078,16084.0,Virtua Tennis 3,PC,PC,2007.0,2007,Sports,Sega,0.0,0.01,0.0,0.0,0.01,0,6
16079,16079,16085.0,Pro Angler Moves,PS3,PS3,2012.0,2012,Sports,"Interworks Unlimited, Inc.",0.01,0.0,0.0,0.0,0.01,0,9
16080,16080,16086.0,Sakura Sakura: Haru Urara,PSP,PSP,2010.0,2010,Adventure,GN Software,0.0,0.0,0.01,0.0,0.01,3,11
16081,16081,16087.0,Uta no * Prince-Sama: Sweet Serenade,PSP,PSP,2011.0,2011,Adventure,Broccoli,0.0,0.0,0.01,0.0,0.01,3,11
16082,16082,16088.0,The Legend of Heroes: Trails in the Sky Third Chapter,PS3,PS3,2013.0,2013,Role-Playing,Falcom Corporation,0.0,0.0,0.01,0.0,0.01,11,9
16083,16083,16089.0,Road Trip: Shifting Gears,GBA,GBA,2002.0,2002,Racing,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01,7,3
16084,16084,16090.0,"Iza, Shutsujin! Koisen",PSP,PSP,2011.0,2011,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01,3,11
16085,16085,16091.0,Major Dream: Major Wii Nagero! Gyroball!!,Wii,Wii,2008.0,2008,Sports,Takara Tomy,0.0,0.0,0.01,0.0,0.01,0,15
16086,16086,16092.0,Hiiro no Kakera: Shin Tamayori Hime Denshou,PS2,PS2,2009.0,2009,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,3,8
16087,16087,16093.0,Datenshi no Amai Yuuwaku x Kaikan Phrase,DS,DS,2010.0,2010,Adventure,FuRyu,0.0,0.0,0.01,0.0,0.01,3,2
16088,16088,16094.0,Honda ATV Fever,DS,DS,2010.0,2010,Racing,Storm City Games,0.01,0.0,0.0,0.0,0.01,7,2
16089,16089,16095.0,Grooverider: Slot Car Thunder,XB,XB,2003.0,2003,Racing,Encore,0.01,0.0,0.0,0.0,0.01,7,18
16090,16090,16096.0,Superstars V8 Racing,X360,X360,2009.0,2009,Racing,Black Bean Games,0.0,0.01,0.0,0.0,0.01,7,17
16091,16091,16097.0,Grand Theft Auto III,PC,PC,2002.0,2002,Action,Take-Two Interactive,0.0,0.01,0.0,0.0,0.01,2,6
16092,16092,16098.0,Bakumatsu Koihana: Shinsengumi DS,DS,DS,2008.0,2008,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01,3,2
16093,16093,16099.0,Resident Evil 5 HD,PS4,PS4,2016.0,2016,Action,Capcom,0.01,0.0,0.0,0.0,0.01,2,10
16094,16094,16100.0,Miyako: Awayuki no Utage,PSP,PSP,2012.0,2012,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,2,11
16095,16095,16101.0,Super PickUps,Wii,Wii,2009.0,2009,Racing,XS Games,0.01,0.0,0.0,0.0,0.01,7,15
16096,16096,16102.0,Ben 10 Omniverse 2,X360,X360,2013.0,2013,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,2,17
16097,16097,16103.0,Rewrite,PSV,PSV,2014.0,2014,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01,3,12
16098,16098,16104.0,Konami Classics Vol. 2,X360,X360,2009.0,2009,Misc,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01,4,17
16099,16099,16105.0,Aeon Flux,XB,XB,2005.0,2005,Action,THQ,0.01,0.0,0.0,0.0,0.01,2,18
16100,16100,16106.0,Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,DS,DS,2011.0,2011,Misc,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,4,2
16101,16101,16107.0,Kana: Imouto,PSP,PSP,2010.0,2010,Adventure,CyberFront,0.0,0.0,0.01,0.0,0.01,3,11
16102,16102,16108.0,Barbie and Her Sisters Puppy Rescue,WiiU,WiiU,2015.0,2015,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,2,16
16103,16103,16109.0,Rock N' Roll Racing,SNES,SNES,1993.0,1993,Racing,Interplay,0.0,0.0,0.01,0.0,0.01,7,14
16104,16104,16110.0,Higurashi no Naku Koro ni Iki,PS3,PS3,2015.0,2015,Action,Kaga Create,0.0,0.0,0.01,0.0,0.01,2,9
16105,16105,16111.0,Marginal #4: Idol of Supernova,PSV,PSV,2014.0,2014,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,3,12
